2025-04-29T11:43:40,010 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@c27de723f0d4
2025-04-29T11:43:40,011 [main] INFO  org.apache.spark.deploy.master.Master [] - Started daemon with process name: 62@bb9210fe839d
2025-04-29T11:43:40,016 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@066f03cf7e53
2025-04-29T11:43:40,028 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-29T11:43:40,028 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 60@6cca10b5c892
2025-04-29T11:43:40,030 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-29T11:43:40,032 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-29T11:43:40,037 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-29T11:43:40,039 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-29T11:43:40,040 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-29T11:43:40,040 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-29T11:43:40,042 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-29T11:43:40,043 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-29T11:43:40,046 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-04-29T11:43:40,049 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-04-29T11:43:40,050 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-04-29T11:43:40,527 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-29T11:43:40,527 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-29T11:43:40,527 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-29T11:43:40,529 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-29T11:43:40,529 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-29T11:43:40,531 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-29T11:43:40,535 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-29T11:43:40,535 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-29T11:43:40,538 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-29T11:43:40,538 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-29T11:43:40,539 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-29T11:43:40,540 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-29T11:43:40,541 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-29T11:43:40,540 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-29T11:43:40,542 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-29T11:43:40,543 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-04-29T11:43:40,545 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-04-29T11:43:40,549 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-04-29T11:43:40,552 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-04-29T11:43:40,554 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-04-29T11:43:41,042 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-29T11:43:41,042 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-29T11:43:41,051 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-29T11:43:41,082 [main] WARN  org.apache.hadoop.util.NativeCodeLoader [] - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2025-04-29T11:43:42,088 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 34443.
2025-04-29T11:43:42,090 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 38821.
2025-04-29T11:43:42,091 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkWorker' on port 36391.
2025-04-29T11:43:42,093 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-29T11:43:42,094 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-29T11:43:42,098 [main] INFO  org.apache.spark.util.Utils [] - Successfully started service 'sparkMaster' on port 7077.
2025-04-29T11:43:42,098 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Worker decommissioning not enabled.
2025-04-29T11:43:42,138 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.master.Master [] - Starting Spark master at spark://bb9210fe839d:7077
2025-04-29T11:43:42,149 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.master.Master [] - Running Spark version 3.5.5
2025-04-29T11:43:42,225 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.util.log [] - Logging initialized @5034ms to org.sparkproject.jetty.util.log.Slf4jLog
2025-04-29T11:43:42,396 [dispatcher-event-loop-1] INFO  org.apache.spark.ui.JettyUtils [] - Start Jetty 0.0.0.0:8080 for MasterUI
2025-04-29T11:43:42,441 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server [] - jetty-9.4.56.v20240826; built: 2024-08-26T17:15:05.868Z; git: ec6782ff5ead824dabdcf47fa98f90a4aedff401; jvm 17.0.14+10-LTS
2025-04-29T11:43:42,508 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.Server [] - Started @5319ms
2025-04-29T11:43:42,554 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.4:36391 with 2 cores, 3.0 GiB RAM
2025-04-29T11:43:42,558 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.5:38821 with 2 cores, 3.0 GiB RAM
2025-04-29T11:43:42,558 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Starting Spark worker 172.18.0.3:34443 with 2 cores, 3.0 GiB RAM
2025-04-29T11:43:42,566 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Running Spark version 3.5.5
2025-04-29T11:43:42,568 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Spark home: /opt/bitnami/spark
2025-04-29T11:43:42,569 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Running Spark version 3.5.5
2025-04-29T11:43:42,569 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Running Spark version 3.5.5
2025-04-29T11:43:42,570 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Spark home: /opt/bitnami/spark
2025-04-29T11:43:42,570 [dispatcher-event-loop-1] INFO  org.apache.spark.deploy.worker.Worker [] - Spark home: /opt/bitnami/spark
2025-04-29T11:43:42,586 [dispatcher-event-loop-1] INFO  org.sparkproject.jetty.server.AbstractConnector [] - Started ServerConnector@61eb529f{HTTP/1.1, (http/1.1)}{0.0.0.0:8080}
2025-04-29T11:43:42,587 [dispatcher-event-loop-1] INFO  org.apache.spark.util.Utils [] - Successfully started service 'MasterUI' on port 8080.
